Machine,Strategy,Tool_Type,Tool_Diameter,Tool_Tip_Radius,Tool_Length,Overhang,Num_of_Flutes,Gauge_Length,Holder,Tolerance,Block_X,Block_Y,Block_Z,Max_X,Min_X,Max_Y,Min_Y,Max_Z,Min_Z,Skim_Distance,Plunge_Distance,Global_Thickness,Radial_Thickness,Axial_Thickness,Cutting_Feed_Rate,Plunge_Feed_Rate,Rapid_Feed_Rate,Spindle,Cut_Length,Stepover,Stepdown,Machining_Thickness,Estimasi_Detik,Aktual_Detik
F1,Drilling,Drill,5.0,0.0,70.0,72.0,2,206.0,dummy toolholder name,0.005,125.5,14.136,18.15,92.25,42.25,92.34,17.559,43.377,6.36,5,3.0,0.0,0.0,0.0,38,45.0,7000,960,33.2794,0.0,0.0,0.0,90,120
F1,Drilling,Drill,5.0,0.0,70.0,72.0,2,206.0,dummy toolholder name,0.005,125.5,14.136,18.15,92.25,42.25,51.815,-22.965,76.786,40.774,5,3.0,0.0,0.0,0.0,38,45.0,7000,960,33.2794,0.0,0.0,0.0,90,120
F1,Drilling,Drill,5.0,0.0,70.0,72.0,2,206.0,dummy toolholder name,0.005,125.5,14.136,18.15,127.0,8.3,90.518,3.124,-3.162,-45.667,5,3.0,0.0,0.0,0.0,38,20.0,7000,960,97.2728,0.0,0.0,0.0,294,300
F1,Pattern,Ball Nosed,1.5,0.75,3.0,20.0,2,103.0,dummy toolholder name,0.005,136.5,1.7,5.993,135.5,-3.493,43.388,21.259,-44.147,-90.097,5,2.0,0.0,-0.1,0.0,500,250.0,7000,10000,848.249,5.0,0.0,-0.1,138,330
F1,Constant Z,End Mill,6.0,0.0,40.0,27.0,2,111.0,mini chuck,0.005,14.0,14.0,14.3,71.024,63.476,78.669,26.758,-3.812,-21.397,5,1.0,0.0,-0.025,0.0,800,400.0,7000,5000,1664.07,0.0,0.15,-0.025,130,190
F1,Constant Z,Ball Nosed,6.0,3.0,30.0,25.0,2,108.0,dummy toolholder name,0.005,90.481,7.984,18.0,109.523,24.977,1.023,-1.023,80.0,39.2,5,2.0,0.0,-0.025,0.0,1200,600.0,7000,7000,2148.17,0.0,0.1,-0.025,111,160
F1,Constant Z,Ball Nosed,6.0,3.0,30.0,25.0,2,108.0,dummy toolholder name,0.005,90.481,7.984,18.0,109.523,24.977,-30.405,-62.661,50.658,23.956,5,2.0,0.0,-0.025,0.0,1200,600.0,7000,7000,2148.17,0.0,0.1,-0.025,111,160
F1,Constant Z,Ball Nosed,6.0,3.0,30.0,25.0,2,108.0,dummy toolholder name,0.005,90.481,7.984,18.0,109.523,24.977,-38.174,-78.216,-7.85,-17.98,5,2.0,0.0,-0.025,0.0,1200,600.0,7000,7000,2148.17,0.0,0.1,-0.025,111,160
F1,Constant Z,Ball Nosed,6.0,3.0,30.0,25.0,2,108.0,dummy toolholder name,0.005,90.481,7.984,18.0,109.523,24.977,-16.305,-35.608,-35.233,-72.157,5,2.0,0.0,-0.025,0.0,1200,600.0,7000,7000,2148.17,0.0,0.1,-0.025,111,160
F1,Constant Z,Ball Nosed,6.0,3.0,30.0,25.0,2,108.0,dummy toolholder name,0.005,90.481,7.984,18.0,109.523,24.977,34.876,16.327,-35.233,-72.51,5,2.0,0.0,-0.025,0.0,1200,600.0,7000,7000,2148.17,0.0,0.1,-0.025,111,160
F1,Constant Z,Ball Nosed,6.0,3.0,30.0,25.0,2,108.0,dummy toolholder name,0.005,90.481,7.984,18.0,109.523,24.977,78.035,38.174,-7.838,-18.773,5,2.0,0.0,-0.025,0.0,1200,600.0,7000,7000,2148.17,0.0,0.1,-0.025,111,160
F1,Constant Z,Ball Nosed,6.0,3.0,30.0,25.0,2,108.0,dummy toolholder name,0.005,90.481,7.984,18.0,109.523,24.977,63.167,30.404,50.023,23.967,5,2.0,0.0,-0.025,0.0,1200,600.0,7000,7000,2148.17,0.0,0.1,-0.025,111,160
F1,Constant Z,End Mill,6.0,0.0,40.0,37.2,2,119.7,MINI-MINI CHCUK MMC8-90 TAPER,0.002,125.5,14.136,18.15,127.501,7.999,-41.781,-80.025,21.779,-19.32,5,1.0,0.0,0.0,0.0,1000,500.0,7000,5000,4397.96,0.0,0.3,0.0,348,570
F1,Constant Z,End Mill,6.0,0.0,40.0,37.2,2,119.7,MINI-MINI CHCUK MMC8-90 TAPER,0.002,125.5,14.136,18.15,127.501,7.999,-43.344,-80.025,21.779,-19.32,5,1.0,0.0,0.0,0.0,1200,600.0,7000,5000,542.773,0.0,0.3,0.0,39,90
F1,Constant Z,End Mill,6.0,0.0,40.0,37.2,2,119.7,MINI-MINI CHCUK MMC8-90 TAPER,0.002,107.5,10.999,17.7,118.499,17.001,-34.953,-74.417,22.757,-23.443,5,1.0,0.0,0.0,0.0,700,300.0,7000,5000,2324.03,0.0,0.15,0.0,207,229
F1,Constant Z,End Mill,6.0,0.0,40.0,37.2,2,119.7,MINI-MINI CHCUK MMC8-90 TAPER,0.006,107.5,10.999,17.7,116.497,19.004,-32.31,-72.578,23.054,-27.472,5,1.0,0.0,0.0,0.0,600,300.0,7000,5000,842.168,0.0,0.05,0.0,93,170
F1,Drilling,Drill,2.0,0.0,2.5,43.2,2,127.2,mini chuck,0.005,125.5,14.136,18.15,92.25,42.25,32.434,-13.368,91.663,34.23,5,3.0,0.0,0.0,0.0,28,15.0,7000,1600,10.0,0.0,0.0,0.0,124,89
F1,Drilling,Drill,2.0,0.0,2.5,43.2,2,127.2,mini chuck,0.005,125.5,14.136,18.15,92.25,42.25,-6.54,-80.0,46.7,40.331,5,3.0,0.0,0.0,0.0,28,15.0,7000,1600,10.0,0.0,0.0,0.0,124,89
F1,Drilling,Drill,2.0,0.0,2.5,43.2,2,127.2,mini chuck,0.005,125.5,14.136,18.15,92.25,42.25,-40.589,-86.391,24.004,-33.43,5,3.0,0.0,0.0,0.0,28,15.0,7000,1600,10.0,0.0,0.0,0.0,124,89
F1,Drilling,Drill,2.0,0.0,2.5,43.2,2,127.2,mini chuck,0.005,125.5,14.136,18.15,92.25,42.25,-23.946,-44.074,-16.767,-88.386,5,3.0,0.0,0.0,0.0,28,15.0,7000,1600,10.0,0.0,0.0,0.0,124,89
F1,Drilling,Drill,2.0,0.0,2.5,43.2,2,127.2,mini chuck,0.005,125.5,14.136,18.15,92.25,42.25,51.815,-14.37,-44.913,-76.786,5,3.0,0.0,0.0,0.0,28,15.0,7000,1600,10.0,0.0,0.0,0.0,124,89
F1,Drilling,Drill,2.0,0.0,2.5,43.2,2,127.2,mini chuck,0.005,125.5,14.136,18.15,92.25,42.25,92.34,26.154,-6.36,-39.238,5,3.0,0.0,0.0,0.0,28,15.0,7000,1600,10.0,0.0,0.0,0.0,124,89
F1,Drilling,Drill,2.0,0.0,2.5,43.2,2,127.2,mini chuck,0.005,125.5,14.136,18.15,92.25,42.25,63.331,46.984,67.603,-4.016,5,3.0,0.0,0.0,0.0,28,15.0,7000,1600,10.0,0.0,0.0,0.0,124,89
F1,Drilling,Drill,2.0,0.0,2.5,43.2,2,127.2,mini chuck,0.005,125.5,14.136,18.15,127.0,8.5,-31.981,-84.333,36.048,-28.062,5,2.0,0.0,0.0,0.0,28,20.0,7000,1600,16.0,0.0,0.0,0.0,40,1352
F1,Drilling,Drill,5.0,0.0,70.0,70.0,2,204.0,dummy toolholder name,0.005,125.5,14.136,18.15,92.25,42.25,38.382,-13.368,91.663,26.771,5,3.0,0.0,0.0,0.0,38,25.0,7000,960,33.2794,0.0,0.0,0.0,117,120
F1,Drilling,Drill,5.0,0.0,70.0,70.0,2,204.0,dummy toolholder name,0.005,125.5,14.136,18.15,92.25,42.25,3.0,-80.0,46.7,40.331,5,3.0,0.0,0.0,0.0,38,25.0,7000,960,33.2794,0.0,0.0,0.0,117,120
F1,Drilling,Drill,5.0,0.0,70.0,70.0,2,204.0,dummy toolholder name,0.005,125.5,14.136,18.15,92.25,42.25,-34.641,-86.391,31.462,-33.43,5,3.0,0.0,0.0,0.0,38,25.0,7000,960,33.2794,0.0,0.0,0.0,117,120
F1,Drilling,Drill,5.0,0.0,70.0,70.0,2,204.0,dummy toolholder name,0.005,125.5,14.136,18.15,92.25,42.25,-23.946,-46.197,-7.467,-88.386,5,3.0,0.0,0.0,0.0,38,25.0,7000,960,33.2794,0.0,0.0,0.0,117,120
F1,Drilling,Drill,5.0,0.0,70.0,70.0,2,204.0,dummy toolholder name,0.005,125.5,14.136,18.15,92.25,42.25,51.815,-22.965,-40.774,-76.786,5,3.0,0.0,0.0,0.0,38,25.0,7000,960,33.2794,0.0,0.0,0.0,117,120
F1,Drilling,Drill,5.0,0.0,70.0,70.0,2,204.0,dummy toolholder name,0.005,125.5,14.136,18.15,92.25,42.25,92.34,17.559,-6.36,-43.377,5,3.0,0.0,0.0,0.0,38,25.0,7000,960,33.2794,0.0,0.0,0.0,117,120
F1,Drilling,Drill,5.0,0.0,70.0,70.0,2,204.0,dummy toolholder name,0.005,125.5,14.136,18.15,92.25,42.25,63.331,44.862,67.603,-13.317,5,3.0,0.0,0.0,0.0,38,25.0,7000,960,33.2794,0.0,0.0,0.0,117,120
F1,Drilling,Drill,5.0,0.0,70.0,70.0,2,204.0,dummy toolholder name,0.005,125.5,14.136,18.15,127.0,8.5,-22.94,-83.107,36.048,-39.399,5,3.0,0.0,0.0,0.0,38,25.0,7000,960,99.5,0.0,0.0,0.0,272,360
F1,Pattern,Ball Nosed,1.5,0.75,3.0,20.0,2,103.0,dummy toolholder name,0.005,136.5,1.7,5.993,135.5,-3.493,-38.31,-78.184,-30.55,-62.349,5,2.0,0.0,-0.1,0.0,500,250.0,7000,10000,848.249,5.0,0.0,-0.1,137,205
F1,Constant Z,End Mill,6.0,0.0,40.0,27.0,2,111.0,mini chuck,0.002,13.5,13.499,14.5,71.0,63.5,-26.567,-78.704,21.25,3.596,5,1.0,0.0,0.0,0.0,800,400.0,7000,5000,1772.96,0.0,0.15,0.0,138,121
PRO,Offset Flat,Tip Radiused,12.4,3.0,30.0,45.0,2,102.0,dummy toolholder name,0.004,55.0,30.0,13.6,27.881,-27.885,15.406,-18.878,20.0,0.0,5,2.0,0.0,0.0,0.0,1400,700.0,7000,5500,747.543,3.0,0.0,0.0,33,64
PRO,Offset Area Clearance,Tip Radiused,12.4,3.0,30.0,45.0,2,102.0,dummy toolholder name,0.1,55.0,30.0,13.6,34.01,-34.01,21.51,-21.51,20.0,-9.0,5,2.0,0.3,0.0,0.0,1400,700.0,7000,5500,10169.5,5.0,0.2,0.3,643,769
PRO,Drilling,Drill,3.0,0.0,3.0,30.0,2,164.0,dummy toolholder name,0.005,55.0,30.0,13.6,0.0,0.0,7.5,0.0,10.5,-2.0,5,2.0,0.0,0.0,0.0,38,3.8,7000,1400,4.0,0.0,0.0,0.0,6,26
PRO,Drilling,Drill,5.0,0.0,70.0,40.0,2,174.0,dummy toolholder name,0.005,55.0,30.0,13.6,0.0,0.0,7.5,0.0,10.5,-18.5,5,2.0,0.0,0.0,-3.5,38,4.0,7000,960,24.1,0.0,0.0,0.0,40,65
PRO,Constant Z,End Mill,4.0,0.0,40.0,17.0,2,101.0,MINI-MINI CHCUK MMC8-90,0.005,55.0,30.0,2.5,27.0,-28.5,14.5,-14.5,10.5,-2.5,5,2.0,0.0,0.0,0.0,700,350.0,7000,6000,2574.41,0.0,0.15,0.0,232,253
PRO,Constant Z,End Mill,4.0,0.0,40.0,17.0,2,101.0,MINI-MINI CHCUK MMC8-90,0.005,55.0,30.0,5.4,2.499,-2.498,9.996,0.0,10.5,-5.399,5,2.0,0.0,0.0,0.0,360,200.0,7000,6000,580.677,0.0,0.15,0.0,100,112
PRO,Constant Z,End Mill,4.0,0.0,40.0,17.0,2,101.0,MINI-MINI CHCUK MMC8-90,0.005,55.0,30.0,10.6,0.748,-0.748,8.248,0.0,10.5,-16.0,5,2.0,0.0,0.0,0.0,300,200.0,7000,6000,338.555,0.0,0.15,0.0,71,82
PRO,Offset Area Clearance,Tip Radiused,12.4,3.0,30.0,45.0,2,102.0,dummy toolholder name,0.1,55.0,30.0,13.3,33.7,-34.01,21.51,-21.51,-2.295,-20.0,5,2.0,0.0,0.3,0.02,1400,700.0,7000,5500,38126.3,6.0,0.15,0.3,1973,2700
PRO,Constant Z,End Mill,4.0,0.0,40.0,17.0,2,101.0,MINI-MINI CHCUK MMC8-90,0.005,55.0,30.0,13.3,12.0,-12.0,14.5,-0.674,-2.399,-20.0,5,2.0,0.0,0.0,0.05,600,300.0,7000,6000,3870.5,0.0,0.2,0.0,389,600
PRO,Offset Flat,End Mill,4.0,0.0,40.0,17.0,2,101.0,MINI-MINI CHCUK MMC8-90,0.005,55.0,30.0,13.3,29.823,-29.2,12.559,-17.325,-2.2,-20.0,5,2.0,0.0,0.0,0.0,700,350.0,7000,6000,626.425,2.0,0.0,0.0,76,120
PRO,Constant Z,End Mill,4.0,0.0,40.0,17.0,2,101.0,MINI-MINI CHCUK MMC8-90,0.005,55.0,30.0,13.8,22.747,-22.747,0.0,-8.75,-1.701,-20.0,5,2.0,0.0,0.0,0.0,300,250.0,7000,6000,270.634,0.0,0.1,0.0,59,120
F1,Pattern,Ball Nosed,3.0,1.5,15.0,25.0,2,109.0,MINI-MINI CHCUK MMC8-90,0.005,63.5,70.0,70.0,85.264,35.735,34.332,-34.332,34.349,-58.784,5,3.0,0.0,0.0,0.0,1000,500.0,7000,10000,407.802,5.0,0.0,0.0,26,91
F1,Offset Area Clearance,Tip Radiused,12.4,3.0,30.0,45.0,2,102.0,dummy toolholder name,0.11,63.5,70.0,70.0,98.515,21.987,41.507,-41.507,50.0,-5.617,5,2.0,0.3,0.0,0.0,1400,700.0,7000,5500,33992.6,6.0,0.3,0.3,2150,3378
F1,Offset Area Clearance,Ball Nosed,3.0,1.5,15.0,25.0,2,109.0,MINI-MINI CHCUK MMC8-90,0.1,63.5,70.0,70.0,85.425,28.109,34.083,-34.14,-5.395,-50.0,5,2.0,0.32,0.0,0.0,1000,500.0,7000,10000,10510.0,1.0,0.15,0.32,1407,2827
F1,Offset Area Clearance,Ball Nosed,3.0,1.5,15.0,25.0,2,109.0,MINI-MINI CHCUK MMC8-90,0.11,63.5,70.0,70.0,92.484,28.388,34.15,-34.106,50.0,5.383,5,2.0,0.3,0.0,0.0,1000,500.0,7000,10000,8486.87,1.0,0.15,0.3,958,1320
F1,Offset Area Clearance,Ball Nosed,3.0,1.5,15.0,25.0,2,109.0,MINI-MINI CHCUK MMC8-90,0.1,63.25,69.5,70.0,93.274,26.983,50.0,25.425,24.904,-24.937,5,2.0,0.35,0.0,0.0,1000,500.0,10000,10000,14529.1,1.0,0.15,0.35,1181,1930
F1,Offset Area Clearance,Ball Nosed,3.0,1.5,15.0,25.0,2,109.0,MINI-MINI CHCUK MMC8-90,0.11,63.25,69.5,70.0,93.255,26.993,-25.463,-50.0,24.883,-24.881,5,1.0,0.35,0.0,0.0,1000,500.0,10000,10000,14460.2,1.0,0.15,0.35,1136,1828
F1,Offset Area Clearance,Ball Nosed,1.5,0.75,3.0,10.0,2,94.0,MINI-MINI CHCUK MMC8-90,0.06,63.5,70.0,70.0,75.915,27.713,8.766,-8.659,-29.454,-42.0,5,2.0,0.1,0.0,0.0,1000,500.0,7000,10000,7569.9,0.5,0.15,0.1,768,1438
F1,Optimised Constant Z,Ball Nosed,1.5,0.75,3.0,10.0,2,94.0,MINI-MINI CHCUK MMC8-90,0.005,63.5,70.0,70.0,75.921,27.997,9.269,-9.159,-29.262,-50.0,5,2.0,0.02,0.0,0.0,1000,500.0,7000,10000,6265.55,0.2,0.0,0.02,465,1085
F1,Rotary,End Mill,6.0,0.0,40.0,15.0,2,99.5,MINI-MINI CHCUK MMC8-90,0.03,63.5,70.0,70.0,96.0,24.0,35.252,-35.253,59.497,-35.252,5,3.0,0.4,0.0,0.0,3000,1500.0,7000,6000,28782.0,1.0,0.0,0.4,609,1316
F1,Rotary,End Mill,6.0,0.0,40.0,15.0,2,99.5,MINI-MINI CHCUK MMC8-90,0.02,63.5,70.0,70.0,96.0,24.0,35.052,-35.053,59.497,-35.052,5,3.0,0.2,0.0,0.0,2000,1000.0,7000,6000,57903.5,0.5,0.0,0.2,1830,2988
F1,Rotary,End Mill,6.0,0.0,40.0,15.0,2,99.5,MINI-MINI CHCUK MMC8-90,0.005,63.5,70.0,70.0,95.0,25.0,0.0,0.0,59.647,30.65,5,3.0,0.0,0.0,0.0,1400,700.0,7000,6000,81.3376,0.25,0.0,0.0,4,14
SPLUS,Offset Area Clearance,End Mill,8.0,0.0,40.0,25.0,2,177.0,SHRINKFITA2,0.01,350.0,90.0,35.5,4.2,-354.2,24.885,-73.088,30.0,16.007,5,2.0,0.0,0.0,0.0,2000,1000.0,7000,6000,4983.0,0.3,0.0,0.0,402,430
SPLUS,Offset Area Clearance,End Mill,8.0,0.0,40.0,25.0,2,177.0,SHRINKFITA2,0.005,350.0,90.0,35.5,3.27,-352.438,33.264,24.5,30.0,-5.519,5,2.0,0.0,0.0,0.0,1800,1000.0,7000,6000,2824.58,4.0,0.0,0.0,243,310
SPLUS,Pattern,Tip Radiused,17.0,3.0,85.0,30.0,2,85.0,dummy toolholder name,0.01,350.0,90.0,35.5,10.0,-360.0,19.673,-67.873,30.0,15.443,5,2.0,0.0,0.0,0.2,2000,1000.0,7000,4000,19965.6,5.0,0.0,0.0,755,830
SPLUS,Offset Area Clearance,Tip Radiused,17.0,3.0,85.0,30.0,2,85.0,dummy toolholder name,0.1,350.0,90.0,35.5,8.925,-358.925,29.825,-78.025,30.0,9.994,5,2.0,0.3,0.0,0.0,2000,1000.0,7000,4000,49216.8,10.0,0.0,0.3,1901,2092
SPLUS,Offset Area Clearance,Tip Radiused,17.0,3.0,85.0,30.0,2,85.0,dummy toolholder name,0.1,350.0,90.0,35.5,8.925,-358.5,29.825,-78.025,30.0,2.536,5,2.0,0.3,0.0,0.0,2000,1000.0,7000,4000,49329.5,10.0,0.0,0.3,1829,1960
SPLUS,Offset Area Clearance,Tip Radiused,17.0,3.0,85.0,30.0,2,85.0,dummy toolholder name,0.1,350.0,90.0,35.5,8.925,-358.5,29.825,-78.025,30.0,-5.519,5,2.0,0.3,0.0,0.0,2000,1000.0,7000,4000,44979.7,10.0,0.0,0.3,1657,1740
SPLUS,Pattern,Tip Radiused,17.0,3.0,85.0,30.0,2,85.0,dummy toolholder name,0.01,339.569,84.5,32.735,7.0,-339.388,28.25,-61.5,30.0,12.85,5,2.0,0.0,0.0,0.0,2000,1000.0,7000,4000,2509.23,5.0,0.0,0.0,105,124
SPLUS,Offset Area Clearance,Ball Nosed,6.0,3.0,50.5,20.8,2,104.8,MINI-MINI CHCUK MMC8-90,0.1,350.0,90.0,35.5,2.495,-341.71,20.151,-45.927,30.0,-4.027,5,2.0,0.3,0.0,0.0,1200,800.0,10000,7000,16034.8,3.0,0.0,0.3,1207,1375
SPLUS,Constant Z,End Mill,8.0,0.0,40.0,25.0,2,177.0,SHRINKFITA2,0.01,350.0,90.0,35.5,-273.58,-341.066,8.3,-19.9,30.0,8.502,5,2.0,0.0,0.0,0.0,1000,500.0,7000,6000,2508.34,0.0,0.3,0.0,186,261
SPLUS,Pattern,End Mill,8.0,0.0,40.0,25.0,2,177.0,SHRINKFITA2,0.01,350.0,90.0,35.5,-315.673,-343.695,-35.1,-56.499,30.0,5.5,5,2.0,0.0,0.0,0.07,1000,500.0,7000,6000,97.7555,5.0,0.0,0.0,9,57
SPLUS,Pattern,End Mill,8.0,0.0,40.0,25.0,2,177.0,SHRINKFITA2,0.004,347.0,84.5,32.735,-279.307,-348.706,8.3,-62.5,30.0,5.4,5,2.0,0.0,-0.05,0.0,1500,750.0,7000,6500,294.822,5.0,0.0,-0.05,18,98
SPLUS,Pattern,End Mill,8.0,0.0,40.0,25.0,2,177.0,SHRINKFITA2,0.004,347.0,84.5,32.735,0.28,-347.856,33.515,-62.5,30.0,8.5,5,2.0,0.0,-0.05,0.0,1500,1000.0,10000,6500,890.728,5.0,0.0,-0.05,52,184
SPLUS,Drilling,Drill,4.2,0.0,21.0,20.0,2,154.0,dummy toolholder name,0.004,350.0,90.0,35.5,-5.0,-311.861,15.3,-47.4,30.0,0.0,5,2.0,0.0,0.0,0.0,80,8.0,7000,4000,121.41,0.0,0.0,0.0,107,144
SPLUS,Interleaved Constant Z,Ball Nosed,6.0,3.0,50.5,15.0,2,99.0,MINI-MINI CHCUK MMC8-90,0.005,350.0,90.0,35.5,-265.0,-343.2,14.264,-58.367,30.0,1.496,5,2.0,0.0,0.0,0.0,2000,1500.0,10000,9000,8265.26,0.25,0.0,0.0,337,512
SPLUS,Constant Z,End Mill,4.0,0.0,40.0,10.0,2,94.0,MINI-MINI CHCUK MMC8-90,0.005,350.0,90.0,35.5,0.403,-305.973,-0.7,-44.3,30.0,8.613,5,2.0,0.0,0.0,0.0,764,382.0,10000,4775,953.708,0.0,0.15,0.0,93,107
SPLUS,Offset Flat,End Mill,4.0,0.0,40.0,10.0,2,94.0,MINI-MINI CHCUK MMC8-90,0.005,350.0,90.0,35.5,-0.594,-306.032,-0.701,-44.3,30.0,8.5,5,2.0,0.0,0.0,0.0,764,382.0,10000,4775,85.8944,2.0,0.0,0.0,11,1620
SPLUS,Pattern,End Mill,4.0,0.0,40.0,10.0,2,94.0,MINI-MINI CHCUK MMC8-90,0.005,350.0,90.0,35.5,3.0,-175.0,16.066,-24.1,30.1,12.897,5,2.0,0.0,-0.1,0.0,360,36.0,7000,4500,1805.66,5.0,0.0,-0.1,390,526
SPLUS,Stitch Corner,End Mill,4.0,0.0,40.0,10.0,2,94.0,MINI-MINI CHCUK MMC8-90,0.005,350.0,90.0,35.5,-336.832,-340.186,-20.053,-29.98,30.0,11.109,5,2.0,0.0,0.0,0.0,478,239.0,7000,4775,256.436,0.0,0.0,0.0,42,61
SPLUS,Multipencil Corner,Ball Nosed,3.0,1.5,15.0,20.0,2,104.0,MINI-MINI CHCUK MMC8-90,0.004,350.0,90.0,35.5,-272.834,-336.442,4.697,-0.3,30.0,8.662,5,2.0,0.0,0.0,0.0,1000,500.0,7000,10000,717.318,0.0,0.0,0.0,53,167
SPLUS,Drilling,Drill,4.2,0.0,21.0,20.0,2,154.0,dummy toolholder name,0.004,350.0,90.0,35.5,-5.0,-311.861,15.3,-47.4,30.0,3.235,5,2.0,0.0,0.0,0.0,160,500.0,7000,200,168.0,0.0,0.0,0.0,68,393
PRO,Constant Z,End Mill,6.0,0.0,40.0,15.0,2,99.5,MINI-MINI CHCUK MMC8-90,0.005,94.0,94.0,2.0,37.999,-37.998,37.999,-41.108,26.0,-2.0,5,2.0,0.0,0.0,0.0,1000,500.0,7000,5000,238.756,0.0,1.0,0.0,15,35
PRO,Drilling,Drill,3.0,0.0,4.5,30.0,2,164.0,dummy toolholder name,0.025,94.0,94.0,2.0,25.0,-25.0,10.265,0.0,26.0,-3.0,5,2.0,0.0,0.0,0.0,28,3.0,7000,1400,15.0,0.0,0.0,0.0,33,59
PRO,Drilling,Drill,8.5,0.0,42.5,50.0,2,184.0,dummy toolholder name,0.025,94.0,94.0,2.0,25.0,-25.0,10.265,0.0,26.0,-20.0,5,2.0,0.0,0.0,0.0,39,4.0,7000,490,76.8,0.0,0.0,0.0,125,170
PRO,Offset Area Clearance,Tip Radiused,12.4,3.0,30.0,45.0,2,102.0,dummy toolholder name,0.025,94.0,94.0,14.0,27.59,-27.594,21.875,-2.605,26.0,-14.0,5,2.0,0.0,0.2,0.0,1400,700.0,7000,5500,6305.3,5.0,0.3,0.2,369,490
PRO,Constant Z,End Mill,6.0,0.0,40.0,18.8,2,103.3,MINI-MINI CHCUK MMC8-90,0.005,60.0,60.0,3.2,12.498,-12.497,22.763,-2.232,26.0,-16.2,5,2.0,0.0,0.5,0.0,1000,500.0,7000,5000,706.731,0.0,0.5,0.5,43,65
PRO,Constant Z,End Mill,6.0,0.0,40.0,18.8,2,103.3,MINI-MINI CHCUK MMC8-90,0.05,60.0,60.0,17.0,12.827,-12.828,23.094,-2.563,26.0,-16.995,5,2.0,0.0,0.15,0.0,1000,500.0,7000,5000,1531.39,0.0,1.0,0.15,93,115
PRO,Constant Z,End Mill,6.0,0.0,40.0,18.8,2,103.3,MINI-MINI CHCUK MMC8-90,0.005,60.0,60.0,17.0,13.01,-13.01,23.276,-2.743,26.0,-17.0,5,2.0,0.0,-0.011,0.0,1000,500.0,7000,5000,1553.09,0.0,1.0,-0.011,94,116
PRO,Constant Z,End Mill,6.0,0.0,40.0,18.8,2,103.3,MINI-MINI CHCUK MMC8-90,0.005,94.0,94.0,14.0,28.999,-28.999,3.998,-3.998,26.0,-9.5,5,2.0,0.0,0.0,0.0,1000,500.0,7000,5000,1858.83,0.0,0.25,0.0,115,188
PRO,Constant Z,End Mill,6.0,0.0,40.0,18.8,2,103.3,MINI-MINI CHCUK MMC8-90,0.005,10.488,11.852,17.0,-10.151,-15.295,20.368,15.081,26.0,-16.999,5,2.0,0.0,-0.04,0.0,1000,500.0,7000,5000,734.902,0.0,0.25,-0.04,64,97
SPLUS,Constant Z,End Mill,6.0,0.0,40.0,15.0,2,99.5,MINI-MINI CHCUK MMC8-90,0.051,149.0,130.0,0.5,62.0,-62.0,-0.005,-60.0,15.5,-131.5,5,3.0,0.0,0.5,0.0,1000,500.0,7000,5000,1650.0,0.0,1.0,0.5,102,102
SPLUS,Drilling,Drill,3.0,0.0,4.5,30.0,2,164.0,dummy toolholder name,0.005,140.011,117.0,55.0,44.0,-26.0,2.5,-20.0,-10.0,-117.0,5,2.5,0.0,0.0,0.0,28,3.0,3000,1400,30.0,0.0,0.0,0.0,74,130
SPLUS,Drilling,Drill,5.5,0.0,27.5,40.0,2,174.0,dummy toolholder name,0.005,140.011,117.0,55.0,0.0,-11.0,10.0,-20.0,-10.0,-117.0,5,3.1,0.0,0.0,0.0,60,6.0,3000,750,29.8,0.0,0.0,0.0,39,55
SPLUS,Drilling,Drill,6.8,0.0,42.4,43.4,2,177.4,dummy toolholder name,0.005,140.011,117.0,55.0,44.0,-26.0,42.0,-20.0,-10.0,-117.0,5,3.1,0.0,0.0,0.0,48,5.0,3000,600,213.2,0.0,0.0,0.0,435,451
SPLUS,Offset Area Clearance,Tip Radiused,17.0,3.0,85.0,60.0,2,108.0,dummy toolholder name,0.1,149.0,123.0,59.5,70.425,-70.425,5.462,-20.0,25.169,-141.42,5,3.0,0.0,0.25,0.15,2400,1200.0,10000,4400,48332.7,9.0,0.25,0.25,1421,1903
SPLUS,Offset Area Clearance,Tip Radiused,17.0,3.0,85.0,60.0,2,108.0,dummy toolholder name,0.1,149.0,123.0,59.5,70.425,-70.425,11.637,-20.0,17.761,-141.42,5,3.0,0.0,0.25,0.15,2400,2000.0,10000,4400,48416.4,9.0,0.25,0.25,1412,1889
SPLUS,Offset Area Clearance,Tip Radiused,17.0,3.0,85.0,60.0,2,108.0,dummy toolholder name,0.1,149.0,123.0,59.5,70.0,-70.425,21.564,-20.0,17.812,-141.42,5,3.0,0.0,0.25,0.15,2400,2000.0,10000,4400,48358.2,9.0,0.25,0.25,1384,1826
SPLUS,Offset Area Clearance,Tip Radiused,17.0,3.0,85.0,60.0,2,108.0,dummy toolholder name,0.1,149.0,123.0,59.5,70.425,-70.425,31.775,-20.0,25.43,-141.42,5,3.0,0.0,0.25,0.15,2400,2000.0,10000,4400,48467.8,9.0,0.25,0.25,1360,1799
SPLUS,Offset Area Clearance,Tip Radiused,17.0,3.0,85.0,60.0,2,108.0,dummy toolholder name,0.1,149.0,123.0,59.5,67.25,-70.425,46.775,-20.0,25.43,-136.75,5,3.0,0.0,0.25,0.15,2400,2000.0,10000,4400,37369.4,9.0,0.25,0.25,1092,1464
